name,category,evolution_stage,rarity,description,image_url
Misty's Starmie - Gym Heroes,Water,2,Uncommon,"Evolves from: Misty's Staryu

Attack (Water) - Water Gun: 10+ damage. Does 10 damage plus 10 more damage for each Water Energy attached to Misty's Starmie but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.

Attack (Water + Water + Water) - Bubblebeam: 30 damage. Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",https://images.pokemontcg.io/gym1/56.png
Misty's Tentacool - Gym Heroes,Water,1,Uncommon,"Attack (Water + Colorless) - Crystal Beam: 20 damage. Flip a coin. If heads, your opponent can't attach Energy cards to the Defending Pokémon during his or her next turn.

Evolves into: Tentacruel",https://images.pokemontcg.io/gym1/57.png
Sabrina's Haunter - Gym Heroes,Psychic,2,Uncommon,"Evolves from: Sabrina's Gastly

Attack (Psychic + Psychic) - Night Spirits: 30× damage. Flip a number of coins equal to the total number of Sabrina's Gastlys, Sabrina's Haunters, and Sabrina's Gengars you have in play. This attack does 30 damage times the number of heads.

Evolves into: Gengar",https://images.pokemontcg.io/gym1/58.png
Sabrina's Jynx - Gym Heroes,Psychic,1,Uncommon,"Attack (Psychic) - Good Night: 10 damage. The Defending Pokémon is now Asleep.

Attack (Psychic + Colorless) - Good Morning: 20 damage. If the Defending Pokémon was Asleep, it is no longer Asleep.",https://images.pokemontcg.io/gym1/59.png
Sabrina's Slowbro - Gym Heroes,Psychic,2,Uncommon,"Evolves from: Sabrina's Slowpoke

Attack (Psychic) - Naptime: Flip a coin. If heads, remove 3 damage counters from Sabrina's Slowbro and Sabrina's Slowbro is now Asleep. If Sabrina's Slowbro has fewer damage counters than that, remove all of them.

Attack (Psychic + Colorless + Colorless) - Screaming Headbutt: 40 damage. You can't use this attack during your next turn.",https://images.pokemontcg.io/gym1/60.png
Blaine's Charmander - Gym Heroes,Fire,1,Common,"Attack (Fire) - Kindle: 10 damage. Discard 1 Energy card attached to Blaine's Charmander in order to use this attack. If the Defending Pokémon has any Energy cards attached to it, choose 1 of them and discard it.

Attack (Colorless + Colorless) - Slash: 20 damage. 

Evolves into: Charmeleon",https://images.pokemontcg.io/gym1/61.png
Blaine's Growlithe - Gym Heroes,Fire,1,Common,"Attack (Fire + Fire) - Blaze: 20 damage. Does 10 damage to each Grass Pokémon on your opponent's Bench. (Don't apply Weakness and Resistance for Benched Pokémon.)

Evolves into: Arcanine",https://images.pokemontcg.io/gym1/62.png
Blaine's Ponyta - Gym Heroes,Fire,1,Common,"Attack (Fire + Colorless) - Agility: 20 damage. Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Blaine's Ponyta.

Evolves into: Rapidash",https://images.pokemontcg.io/gym1/63.png
Blaine's Tauros - Gym Heroes,Colorless,1,Common,"Attack (Colorless) - 3-Pronged Tail: 10× damage. Flip 3 coins. This attack does 10 damage times the number of heads.

Attack (Colorless + Colorless + Colorless) - Full Speed Charge: 20× damage. Flip 4 coins. This attack does 20 damage times the number of heads to the Defending Pokémon and 20 damage times the number of tails to Blaine's Tauros.",https://images.pokemontcg.io/gym1/64.png
Blaine's Vulpix - Gym Heroes,Fire,1,Common,"Ability (Pokémon Power) - Natural Healing: Once during your turn (before your attack), you may remove 1 damage counter from Blaine's Vulpix. This power can't be used if Blaine's Vulpix is Asleep, Confused, or Paralyzed.

Attack (Fire + Colorless + Colorless) - Tail Fan: 20 damage. Flip a coin. If heads, the Defending Pokémon is now Confused.

Evolves into: Ninetales",https://images.pokemontcg.io/gym1/65.png
Brock's Geodude - Gym Heroes,Fighting,1,Common,"Attack (Fighting) - Call for Friend: Flip a coin. If heads, you may search your deck for a Basic Pokémon card with Brock in its name and put it onto your Bench. Shuffle your deck afterward. (You can't use this attack if your Bench is full.)

Attack (Fighting + Colorless) - Hook Shot: 20 damage. Don't apply Resistance for this attack. (Any other effects that would happen after applying Resistance still happen.)

Evolves into: Graveler",https://images.pokemontcg.io/gym1/66.png
Brock's Mankey - Gym Heroes,Fighting,1,Common,"Attack (Colorless) - Taunt: If your opponent has any Benched Pokémon, choose 1 of them and switch it with the Defending Pokémon.

Attack (Fighting) - Light Kick: 10 damage. 

Evolves into: Primeape",https://images.pokemontcg.io/gym1/67.png
Brock's Mankey - Gym Heroes,Fighting,1,Common,"Attack (Colorless) - Fidget: Shuffle your deck.

Attack (Fighting + Colorless) - Karate Chop: 40- damage. Does 40 damage minus 10 damage for each damage counter on Brock's Mankey.

Evolves into: Primeape",https://images.pokemontcg.io/gym1/68.png
Brock's Onix - Gym Heroes,Fighting,1,Common,"Attack (Colorless) - Bellow: Flip a coin. If heads, the Defending Pokémon is now Paralyzed.

Attack (Fighting + Fighting + Colorless) - Rock Throw: 30 damage. 

Evolves into: Steelix",https://images.pokemontcg.io/gym1/69.png
Brock's Rhyhorn - Gym Heroes,Fighting,1,Common,"Attack (Fighting + Colorless) - Drill Tackle: 70 damage. Flip 2 coins. If 1 or both of them are tails, this attack does nothing.

Evolves into: Rhydon",https://images.pokemontcg.io/gym1/70.png
Brock's Sandshrew - Gym Heroes,Fighting,1,Common,"Attack (Colorless) - Defense Curl: Flip a coin. If heads, prevent all damage done to Brock's Sandshrew during your opponent's next turn. (Any other effects of attacks still happen.)

Attack (Fighting + Colorless) - Rolling Attack: 20 damage. 

Evolves into: Sandslash",https://images.pokemontcg.io/gym1/71.png
Brock's Sandshrew - Gym Heroes,Fighting,1,Common,"Attack (Fighting + Fighting) - Sand Pit: 20 damage. The Defending Pokémon can't retreat during your opponent's next turn.

Evolves into: Sandslash",https://images.pokemontcg.io/gym1/72.png
Brock's Vulpix - Gym Heroes,Fire,1,Common,"Attack (Fire) - Flame: 20 damage. 

Attack (Colorless + Colorless) - Quick Attack: 10+ damage. Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.

Evolves into: Ninetales",https://images.pokemontcg.io/gym1/73.png
Brock's Zubat - Gym Heroes,Grass,1,Common,"Attack (Colorless) - Wing Attack: 10 damage. 

Attack (Grass + Colorless) - Poison Fang: 20 damage. Flip a coin. If heads, the Defending Pokémon is now Poisoned.

Evolves into: Golbat",https://images.pokemontcg.io/gym1/74.png
Erika's Bellsprout - Gym Heroes,Grass,1,Common,"Attack (Grass) - Poison Vine: 10 damage. Flip a coin. If heads, the Defending Pokémon is now Poisoned.

Attack (Grass + Grass) - Vine Whip: 30 damage. 

Evolves into: Weepinbell",https://images.pokemontcg.io/gym1/75.png
Erika's Bellsprout - Gym Heroes,Grass,1,Common,"Attack (Colorless) - Careless Tackle: 20 damage. Erika's Bellsprout does 10 damage to itself.

Evolves into: Weepinbell",https://images.pokemontcg.io/gym1/76.png
Erika's Exeggcute - Gym Heroes,Grass,1,Common,"Attack (Colorless) - Eggsplosion: 10× damage. Flip a number of coins equal to the number of Energy attached to Erika's Exeggcute. This attack does 10 damage times the number of heads.

Attack (Psychic + Colorless) - Psychic: 10+ damage. Does 10 damage plus 10 more damage for each Energy card attached to the Defending Pokémon.

Evolves into: Exeggutor",https://images.pokemontcg.io/gym1/77.png
Erika's Oddish - Gym Heroes,Grass,1,Common,"Attack (Grass) - Blot: 10 damage. If there are any damage counters on Erika's Oddish, remove 1 of them.

Attack (Grass + Colorless) - Sporadic Sponging: 20 damage. If Erika's Oddish has any damage counters on it, flip a coin. If heads, remove 1 of those damage counters.

Evolves into: Gloom",https://images.pokemontcg.io/gym1/78.png
Erika's Tangela - Gym Heroes,Grass,1,Common,"Attack (Grass) - Vine Slap: 10 damage. 

Attack (Grass + Grass + Colorless) - Stretch Vine: If your opponent has any Benched Pokémon, choose 1 of them and this attack does 20 damage to it. (Don't apply Weakness and Resistance for Benched Pokémon.)

Evolves into: Tangrowth",https://images.pokemontcg.io/gym1/79.png
Lt. Surge's Magnemite - Gym Heroes,Lightning,1,Common,"Attack (Lightning) - Thundershock: 10 damage. Flip a coin. If heads, the Defending Pokémon is now Paralyzed.

Attack (Colorless + Colorless) - Tackle: 20 damage. 

Evolves into: Magneton",https://images.pokemontcg.io/gym1/80.png
Lt. Surge's Pikachu - Gym Heroes,Lightning,1,Common,"Attack (Colorless) - Charge: Take 1 Lightning Energy card from your discard pile and attach it to Lt. Surge's Pikachu.

Attack (Lightning + Lightning) - Lightning Tail: 20 damage. Flip a coin. If heads, the Defending Pokémon is now Paralyzed.

Evolves into: Raichu",https://images.pokemontcg.io/gym1/81.png
Lt. Surge's Rattata - Gym Heroes,Colorless,1,Common,"Attack (Colorless) - Focus Energy: During your next turn, Lt. Surge's Rattata's Gnaw attack's base damage is doubled.

Attack (Colorless + Colorless) - Gnaw: 20 damage. 

Evolves into: Raticate",https://images.pokemontcg.io/gym1/82.png
Lt. Surge's Spearow - Gym Heroes,Colorless,1,Common,"Attack (Colorless) - Whirlwind: 10 damage. If your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with the Defending Pokémon. (Do the damage before switching the Pokémon.)

Attack (Colorless + Colorless) - Razor Wind: 40 damage. Flip a coin. If tails, this attack does nothing.

Evolves into: Fearow",https://images.pokemontcg.io/gym1/83.png
Lt. Surge's Voltorb - Gym Heroes,Lightning,1,Common,"Attack (Lightning) - Spin Ball: 20× damage. Flip 1 coin. This attack does 20 damage times the number of heads.

Attack (Lightning + Colorless) - Double Spin: 20× damage. Flip 2 coins. This attack does 20 damage times the number of heads.

Evolves into: Electrode",https://images.pokemontcg.io/gym1/84.png
Misty's Goldeen - Gym Heroes,Water,1,Common,"Attack (Colorless) - Fury Attack: 10× damage. Flip 2 coins. This attack does 10 damage times the number of heads.

Attack (Water) - Supersonic: Flip a coin. If heads, the Defending Pokémon is now Confused.

Evolves into: Seaking",https://images.pokemontcg.io/gym1/85.png
Misty's Horsea - Gym Heroes,Water,1,Common,"Attack (Water) - Tackle: 10 damage. 

Attack (Water + Water) - Smokescreen: 20 damage. If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.

Evolves into: Seadra",https://images.pokemontcg.io/gym1/86.png
Misty's Poliwag - Gym Heroes,Water,1,Common,"Attack (Water) - Hypnotic Stare: Flip a coin. If heads, the Defending Pokémon is now Paralyzed. If tails, the Defending Pokémon is now Asleep.

Attack (Water + Colorless) - Tail Rap: 20× damage. Flip 2 coins. This attack does 20 damage times the number of heads.

Evolves into: Poliwhirl",https://images.pokemontcg.io/gym1/87.png
Misty's Seel - Gym Heroes,Water,1,Common,"Attack (Water + Colorless) - Aurora Beam: 20 damage. 

Evolves into: Dewgong",https://images.pokemontcg.io/gym1/88.png
Misty's Shellder - Gym Heroes,Water,1,Common,"Attack (Colorless) - Tackle: 10 damage. 

Attack (Water + Colorless) - Clamp: 20 damage. Flip a coin. If heads, the Defending Pokémon is now Paralyzed. If tails, this attack does nothing (not even damage).

Evolves into: Cloyster",https://images.pokemontcg.io/gym1/89.png
Misty's Staryu - Gym Heroes,Water,1,Common,"Attack (Water + Colorless) - Swift: 20 damage. This attack's damage isn't affected by Weakness, Resistance, Pokémon Powers, or any other effects on the Defending Pokémon.

Evolves into: Starmie",https://images.pokemontcg.io/gym1/90.png
Sabrina's Abra - Gym Heroes,Psychic,1,Common,"Attack (Psychic) - Energy Loop: 20 damage. Return a Psychic Energy card attached to Sabrina's Abra to your hand in order to use this attack.

Evolves into: Kadabra",https://images.pokemontcg.io/gym1/91.png
Sabrina's Drowzee - Gym Heroes,Psychic,1,Common,"Attack (Psychic) - Suggestion: Flip a coin. If heads, the Defending Pokémon can't attack during your opponent's next turn.

Attack (Colorless + Colorless) - Headbutt: 20 damage. 

Evolves into: Hypno",https://images.pokemontcg.io/gym1/92.png
Sabrina's Gastly - Gym Heroes,Psychic,1,Common,"Attack (Psychic + Colorless) - Spook: 20 damage. The Defending Pokémon can't retreat during your opponent's next turn.

Evolves into: Haunter",https://images.pokemontcg.io/gym1/93.png
Sabrina's Mr. Mime - Gym Heroes,Psychic,1,Common,"Attack (Colorless) - Sleight of Hand: Choose up to 3 cards from your hand and put them on top of your deck. Then search your deck for that many basic Energy cards. Show those cards to your opponent, then put them into your hand. Shuffle your deck afterward.

Attack (Psychic + Colorless) - Slap: 20 damage. ",https://images.pokemontcg.io/gym1/94.png
Sabrina's Slowpoke - Gym Heroes,Psychic,1,Common,"Attack (Psychic + Colorless) - Lazy Attack: 30 damage. Sabrina's Slowpoke is now Asleep (after doing damage).

Evolves into: Slowbro, Slowking",https://images.pokemontcg.io/gym1/95.png
Sabrina's Venonat - Gym Heroes,Grass,1,Common,"Attack (Grass) - Poison Antennae: The Defending Pokémon is now Poisoned.

Attack (Psychic + Colorless) - Removal Beam: 20 damage. If the Defending Pokémon has any Energy cards attached to it, flip a coin. If heads, choose 1 of those Energy cards and discard it.

Evolves into: Venomoth",https://images.pokemontcg.io/gym1/96.png
Blaine's Arcanine - Gym Challenge,Fire,2,Rare Holo,"Evolves from: Blaine's Growlithe

Attack (Fire + Colorless + Colorless) - Heat Tackle: 40 damage. Blaine's Arcanine does 10 damage to itself.

Attack (Fire + Fire + Fire + Fire) - Firestorm: 120 damage. Discard 3 Fire Energy cards attached to Blaine's Arcanine in order to use this attack.",https://images.pokemontcg.io/gym2/1.png
Blaine's Charizard - Gym Challenge,Fire,3,Rare Holo,"Evolves from: Blaine's Charmeleon

Attack (Fire) - Roaring Flames: 20+ damage. Discard all Fire Energy cards attached to Blaine's Charizard. If all Energy cards attached to Blaine's Charizard provide 2 Fire Energy, discard all of them. This attack does 20 damage plus 20 more damage for each Fire Energy discarded in this way.

Attack (Fire + Fire) - Flame Jet: Flip a coin. If heads, choose 1 of your opponent's Pokémon. This attack does 40 damage to that Pokémon. Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.)",https://images.pokemontcg.io/gym2/2.png
Brock's Ninetales - Gym Challenge,Fire,2,Rare Holo,"Evolves from: Brock's Vulpix

Ability (Pokémon Power) - Shapeshift: Once during your turn (before your attack), you may attach an Evolution card from your hand to Brock's Ninetales. (This doesn't count as evolving Brock's Ninetales.) Treat Brock's Ninetales as if it were that Pokémon instead. It can't evolve, devolve, or use the Pokémon Power of that Pokémon. During your turn, you may discard the Evolution card attached to Brock's Ninetales. This power can't be used if Brock's Ninetales is Asleep, Confused, or Paralyzed. If Brock's Ninetales becomes Asleep, Confused, or Paralyzed, discard all Evolution cards attached to it.

Attack (Fire + Fire) - Will-o'-the-wisp: 30 damage. ",https://images.pokemontcg.io/gym2/3.png
Erika's Venusaur - Gym Challenge,Grass,3,Rare Holo,"Evolves from: Erika's Ivysaur

Attack (Grass) - Growth: Flip a coin. If heads, you may attach up to 2 Grass Energy cards from your hand to Erika's Venusaur.

Attack (Grass + Grass + Grass + Grass) - Wide Solarbeam: 20 damage. If your opponent has any Benched Pokémon, choose 2 of them (or 1 if he or she only has 1). This attack does 20 damage to each of them. (Don't apply Weakness and Resistance for Benched Pokémon.)",https://images.pokemontcg.io/gym2/4.png
Giovanni's Gyarados - Gym Challenge,Water,2,Rare Holo,"Evolves from: Giovanni's Magikarp

Attack (Water) - Summon Storm: Flip 2 coins. If both of them are heads, this attack does 20 damage to each other Pokémon (even your own). Don't apply Weakness and Resistance for this attack.

Attack (Water + Water + Colorless + Colorless) - Dragon Tornado: 40 damage. Unless this attack Knocks Out the Defending Pokémon, choose 1 of your opponent's Benched Pokémon and switch it with the Defending Pokémon.",https://images.pokemontcg.io/gym2/5.png
Giovanni's Machamp - Gym Challenge,Fighting,3,Rare Holo,"Evolves from: Giovanni's Machoke

Ability (Pokémon Power) - Fortitude: If Giovanni's Machamp would be Knocked Out by an opponent's attack, flip a coin. If heads, Giovanni's Machamp is not Knocked Out and its remaining HP become 10 instead. This power can't be used if Giovanni's Machamp is already Asleep, Confused, or Paralyzed.

Attack (Fighting + Fighting + Fighting + Colorless) - Hurricane Punch: 30× damage. Flip 4 coins. This attack does 30 damage times the number of heads.",https://images.pokemontcg.io/gym2/6.png
Giovanni's Nidoking - Gym Challenge,Grass,3,Rare Holo,"Evolves from: Giovanni's Nidorino

Attack (Grass) - Intimidate: If the Defending Pokémon's maximum HP is 50 or less, it can't attack Giovanni's Nidoking during your opponent's next turn. (Benching or evolving either Pokémon ends this effect.)

Attack (Grass + Grass + Grass + Colorless) - Tumbling Attack: 40+ damage. Flip a coin. If heads, this attack does 40 damage plus 30 more damage; if tails, this attack does 40 damage.",https://images.pokemontcg.io/gym2/7.png
Giovanni's Persian - Gym Challenge,Colorless,2,Rare Holo,"Evolves from: Giovanni's Meowth

Ability (Pokémon Power) - Call the Boss: When you play Giovanni's Persian from your hand, you may search your deck for the Trainer card named Giovanni, show it to your opponent, and put it into your hand. Shuffle your deck afterward.

Attack (Colorless + Colorless + Colorless) - Ambush: 20+ damage. Flip a coin. If heads, this attack does 20 damage plus 20 more damage; if tails, this attack does 20 damage.",https://images.pokemontcg.io/gym2/8.png
Koga's Beedrill - Gym Challenge,Grass,3,Rare Holo,"Evolves from: Koga's Kakuna

Attack (Grass + Grass) - Nerve Poison: 20 damage. Flip a coin. If heads, the Defending Pokémon is now Paralyzed and Poisoned.

Attack (Colorless + Colorless + Colorless) - Hyper Needle: 70 damage. Flip a coin. If tails, this attack does nothing. Either way, you can't use this attack again as long as Koga's Beedrill stays in play (even putting Koga's Beedrill on the Bench won't let you use it again).",https://images.pokemontcg.io/gym2/9.png
Koga's Ditto - Gym Challenge,Colorless,1,Rare Holo,"Attack (Colorless) - Giant Growth: Flip a coin. If heads, Koga's Ditto's maximum HP is now 80 and Koga's Ditto's Pound attack's base damage is 30 instead of 10. (Benching Koga's Ditto ends this effect.)

Attack (Colorless) - Pound: 10 damage. ",https://images.pokemontcg.io/gym2/10.png
Lt. Surge's Raichu - Gym Challenge,Lightning,2,Rare Holo,"Evolves from: Lt. Surge's Pikachu

Attack (Lightning + Lightning) - Kerzap: 20+ damage. Flip a coin. If heads, this attack does 20 damage plus 30 more damage to the Defending Pokémon and discard all Lightning Energy cards attached to Lt. Surge's Raichu. If tails, this attack does 20 damage.

Attack (Lightning + Lightning + Colorless + Colorless) - Thundertackle: 40 damage. Flip a coin. If heads, the Defending Pokémon is now Paralyzed. If tails, Lt. Surge's Raichu does 20 damage to itself.",https://images.pokemontcg.io/gym2/11.png
Misty's Golduck - Gym Challenge,Water,2,Rare Holo,"Evolves from: Misty's Psyduck

Attack (Water + Colorless) - Electro Beam: 40 damage. Flip a coin. If tails, discard all Energy cards attached to Misty's Golduck.

Attack (Psychic + Colorless) - Super Removal: Flip a coin. If heads, choose 1 Energy card attached to each of your opponent's Pokémon that has any Energy cards and discard those Energy cards.",https://images.pokemontcg.io/gym2/12.png
Misty's Gyarados - Gym Challenge,Water,2,Rare Holo,"Evolves from: Misty's Magikarp

Ability (Pokémon Power) - Rebellion: Whenever Misty's Gyarados attacks, flip 2 coins. If both of them are tails, that attack does nothing. Instead, shuffle Misty's Gyarados and all cards attached to it into your deck. (This power works even if Misty's Gyarados is Confused.)

Attack (Water + Water + Water + Water) - Tidal Wave: 70 damage. ",https://images.pokemontcg.io/gym2/13.png
Rocket's Mewtwo - Gym Challenge,Psychic,1,Rare Holo,"Attack (Psychic) - Juxtapose: Flip a coin. If heads, switch the number of damage counters on Rocket's Mewtwo with the number of damage counters on the Defending Pokémon (even if it would Knock Out either Pokémon). (It's okay if 1 of the Pokémon has no damage counters on it.)

Attack (Psychic + Psychic) - Hypnoblast: 20 damage. Flip a coin. If heads, the Defending Pokémon is now Asleep.

Attack (Psychic + Psychic + Psychic + Colorless) - Psyburn: 60 damage. ",https://images.pokemontcg.io/gym2/14.png
Rocket's Zapdos - Gym Challenge,Lightning,1,Rare Holo,"Attack (Lightning) - Plasma: 20 damage. If there are any Lightning Energy cards in your discard pile, attach 1 of them to Rocket's Zapdos.

Attack (Lightning + Lightning + Lightning + Colorless) - Electroburn: 70 damage. Rocket's Zapdos does damage to itself equal to 10 times the number of Lightning Energy cards attached to it.",https://images.pokemontcg.io/gym2/15.png
Sabrina's Alakazam - Gym Challenge,Psychic,3,Rare Holo,"Evolves from: Sabrina's Kadabra

Ability (Pokémon Power) - Psylink: Sabrina's Alakazam always has a copy of every attack your Psychic Pokémon in play have (including their Energy costs and anything else required in order to use those attacks, such as discarding Energy cards). This power can't be used if Sabrina's Alakazam is Asleep, Confused, or Paralyzed.

Attack (Psychic + Colorless + Colorless + Colorless) - Mega Burn: 60 damage. You can't use this attack during your next turn.",https://images.pokemontcg.io/gym2/16.png
Blaine's Ninetales - Gym Challenge,Fire,2,Rare,"Evolves from: Blaine's Vulpix

Ability (Pokémon Power) - Healing Fire: Whenever you attach a Fire Energy card from your hand to Blaine's Ninetales, remove 1 damage counter from it, if it has any. This power stops working when Blaine's Ninetales is Asleep, Confused, or Paralyzed.

Attack (Fire + Fire) - Burn Up: 50 damage. Flip a coin. If tails, discard all Fire Energy cards attached to Blaine's Ninetales.",https://images.pokemontcg.io/gym2/21.png
Brock's Dugtrio - Gym Challenge,Fighting,2,Rare,"Evolves from: Brock's Diglett

Attack (Fighting) - Lie Low: All damage done to Brock's Dugtrio during your opponent's next turn is reduced by 20 (after applying Weakness and Resistance).

Attack (Fighting + Fighting + Colorless) - Earthdrill: 60 damage. This attack can't be used unless Brock's Dugtrio used its Lie Low attack last turn.",https://images.pokemontcg.io/gym2/22.png
Giovanni's Nidoqueen - Gym Challenge,Grass,3,Rare,"Evolves from: Giovanni's Nidorina

Attack (Grass + Grass + Colorless) - Mega Kick: 40 damage. 

Attack (Grass + Grass + Colorless + Colorless) - Love Lariat: 50+ damage. Flip a coin. If heads, this attack does 50 damage plus 50 more damage if you have at least 1 Giovanni's Nidoking on your Bench. If tails, this attack does nothing.",https://images.pokemontcg.io/gym2/23.png
Giovanni's Pinsir - Gym Challenge,Grass,1,Rare,"Attack (Grass + Colorless) - Snapping Pincers: 10+ damage. Flip a coin. If heads, this attack does 10 damage plus 10 more damage; if tails, this attack does 10 damage.

Attack (Grass + Colorless + Colorless) - Overhead Toss: 40 damage. If you have any Benched Pokémon, flip a coin. If tails, choose 1 of your Benched Pokémon. This attack does 20 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",https://images.pokemontcg.io/gym2/24.png
Koga's Arbok - Gym Challenge,Grass,2,Rare,"Evolves from: Koga's Ekans

Attack (Grass) - Poison Buildup: Koga's Arbok is now Poisoned.

Attack (Grass + Grass) - Poison Power: 20 damage. If Koga's Arbok is Poisoned, this attack's base damage is 40 instead of 20 and the Defending Pokémon is now Poisoned.",https://images.pokemontcg.io/gym2/25.png
Koga's Muk - Gym Challenge,Grass,2,Rare,"Evolves from: Koga's Grimer

Ability (Pokémon Power) - Energy Drain: If an opponent's attack does damage to Koga's Muk (even if Koga's Muk is Knocked Out), flip a coin. If heads and if it has any, choose 1 Energy card attached to the attacking Pokémon and discard it. This power can't be used if Koga's Muk is already Asleep, Confused, or Paralyzed when your opponent attacks.

Attack (Grass + Grass + Colorless) - Sludge Whirlpool: 40 damage. ",https://images.pokemontcg.io/gym2/26.png
Koga's Pidgeotto - Gym Challenge,Colorless,2,Rare,"Evolves from: Koga's Pidgey

Attack (Colorless + Colorless + Colorless) - Quick Turn: 30× damage. Flip 2 coins. This attack does 30 damage times the number of heads.

Attack (Colorless + Colorless + Colorless + Colorless) - Aerial Maneuvers: 10+ damage. Flip a coin. If heads, this attack does 10 damage plus 30 more damage, and, during your opponent's next turn, prevent all effects of attacks, including damage, done to Koga's Pidgeotto. If tails, this attack does 10 damage.

Evolves into: Pidgeot",https://images.pokemontcg.io/gym2/27.png
Lt. Surge's Jolteon - Gym Challenge,Lightning,2,Rare,"Evolves from: Lt. Surge's Eevee

Attack (Lightning + Colorless) - High Voltage: 20 damage. Flip a coin. If heads, your opponent can't play Trainer cards during his or her next turn.

Attack (Lightning + Lightning + Lightning) - Thunder Flare: 30+ damage. Does 30 damage plus 10 damage times the number of damage counters on Lt. Surge's Jolteon, then flip a coin. If tails, Lt. Surge's Jolteon does 30 damage to itself.",https://images.pokemontcg.io/gym2/28.png
Sabrina's Gengar - Gym Challenge,Psychic,3,Rare,"Evolves from: Sabrina's Haunter

Attack (Psychic + Psychic) - Dark Wave: 20 damage. All Pokémon Powers stop working until the end of your opponent's next turn.

Attack (Psychic + Psychic + Psychic) - Shadow Bind: 40 damage. The Defending Pokémon can't retreat during your opponent's next turn.",https://images.pokemontcg.io/gym2/29.png
Sabrina's Golduck - Gym Challenge,Water,2,Rare,"Evolves from: Sabrina's Psyduck

Attack (Psychic + Psychic) - Damage Shift: Move 1 damage counter from each of your Pokémon that has any on it to the Defending Pokémon. (Don't apply Weakness and Resistance.)

Attack (Water + Colorless + Colorless) - Water Spray: 20+ damage. Flip a coin. If heads, this attack does 20 damage plus 20 more damage; if tails, this attack does 20 damage.",https://images.pokemontcg.io/gym2/30.png
Blaine's Charmeleon - Gym Challenge,Fire,2,Uncommon,"Evolves from: Blaine's Charmander

Attack (Fire + Fire) - Fire Claws: 30 damage. 

Attack (Fire + Fire + Fire) - Bonfire: Flip 3 coins. For each heads, discard 1 Fire Energy card attached to Blaine's Charmeleon. If you can't discard Energy cards, this attack does nothing. This attack does 10 damage times the number of heads to each of your opponent's Pokémon. Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.)

Evolves into: Charizard",https://images.pokemontcg.io/gym2/31.png
Blaine's Dodrio - Gym Challenge,Colorless,2,Uncommon,"Evolves from: Blaine's Doduo

Attack (Colorless + Colorless) - Mega Peck: 50 damage. Flip a coin. If tails, this attack does nothing.",https://images.pokemontcg.io/gym2/32.png
Blaine's Rapidash - Gym Challenge,Fire,2,Uncommon,"Evolves from: Blaine's Ponyta

Attack (Fire) - Fire Mane: 20 damage. 

Attack (Fire + Colorless + Colorless) - Stamp: 30+ damage. Flip a coin. If heads, this attack does 30 damage plus 10 more damage (to the Defending Pokémon) and 10 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) If tails, this attack does 30 damage (to the Defending Pokémon).",https://images.pokemontcg.io/gym2/33.png
Brock's Graveler - Gym Challenge,Fighting,2,Uncommon,"Evolves from: Brock's Geodude

Attack (Colorless + Colorless) - Tackle: 20 damage. 

Attack (Fighting + Fighting + Fighting) - Detonate: 50 damage. Does 10 damage to each Pokémon on each player's bench. (Don't apply Weakness and Resistance for Benched Pokémon.) Brock's Graveler does 50 damage to itself. If there is a Stadium card in play, discard it.

Evolves into: Golem",https://images.pokemontcg.io/gym2/34.png
Brock's Primeape - Gym Challenge,Fighting,2,Uncommon,"Evolves from: Brock's Mankey

Ability (Pokémon Power) - Scram: If Brock's Primeape ever has exactly 10 HP left, shuffle it and all cards attached to it into your deck. This power stops working while Brock's Primeape is Asleep, Confused, or Paralyzed.

Attack (Fighting + Fighting + Fighting) - Mega Thrash: 60 damage. Brock's Primeape does 20 damage to itself. If there is a Stadium card in play, discard it.",https://images.pokemontcg.io/gym2/35.png
Brock's Sandslash - Gym Challenge,Fighting,2,Uncommon,"Evolves from: Brock's Sandshrew

Attack (Fighting + Colorless) - Swift: 20 damage. This attack's damage isn't affected by Weakness, Resistance, Pokémon Powers, or any other effects on the Defending Pokémon.

Attack (Fighting + Fighting) - Needle Ball: 30 damage. Flip a coin. If heads, the Defending Pokémon is now Poisoned.",https://images.pokemontcg.io/gym2/36.png
Brock's Vulpix - Gym Challenge,Fire,1,Uncommon,"Attack (Colorless) - Hypnotic Gaze: The Defending Pokémon is now Asleep.

Attack (Fire + Fire) - Fire Ring: 20 damage. If your opponent has any Benched Pokémon, choose 1 of them and this attack does 10 damage to it. (Don't apply Weakness and Resistance for Benched Pokémon.)

Evolves into: Ninetales",https://images.pokemontcg.io/gym2/37.png
